Front (ES),Back (EN),Audio,Notes,Alternative,Reply,Type,Tags,Level
Cien,hundred,[sound:Cien_c8513195.mp3],,,,basic,general,3
Cien mil,[Cien mil],[sound:Cien_mil_ed3206fe.mp3],,,,basic,general,3
Cien mil pesos,[Cien mil pesos],[sound:Cien_mil_pesos_037be6a6.mp3],,,,basic,general,3
Cinco mil,[Cinco mil],[sound:Cinco_mil_d1c2ef94.mp3],,,,basic,general,3
Cincuenta,fifty,[sound:Cincuenta_25384e1f.mp3],,,,basic,general,3
Cincuenta mil,[Cincuenta mil],[sound:Cincuenta_mil_23af42ab.mp3],,,,basic,general,3
Claro que sí,[Claro que sí],[sound:Claro_que_sí_14f3d0d7.mp3],,,,basic,general,3
Comemos algo,[Comemos algo],[sound:Comemos_algo_8d7c177c.mp3],,,,basic,general,3
Como a cinco minutos,I eat...,[sound:Como_a_cinco_minutos_a9903e75.mp3],,,,basic,general,3
Como a las cinco,I eat...,[sound:Como_a_las_cinco_49af7f33.mp3],,,,basic,general,3
Como tú digas,I eat...,[sound:Como_tú_digas_4c4894a4.mp3],informal/intimate,,,basic,general,3
Como tú prefieras,I eat...,[sound:Como_tú_prefieras_3c87d566.mp3],informal/intimate,,,basic,general,3
Compartimos,[Compartimos],[sound:Compartimos_6612246e.mp3],,,,basic,general,3
Con cuidado,[Con cuidado],[sound:Con_cuidado_aceb1c39.mp3],,,,basic,general,3
Con quién vienes,Who...,[sound:Con_quién_vienes_a5bbc4d5.mp3],,,,basic,general,3
Contigo hasta un paseo por TransMilenio ,[Contigo hasta un paseo por Tra...],[sound:Contigo_hasta_un_paseo_por_TransMilenio__b2566003.mp3],,,,basic,general,3
Contigo me siento en casa,[Contigo me siento en casa...],[sound:Contigo_me_siento_en_casa_0a1782a8.mp3],,,,basic,general,3
Contigo todo es diferente,[Contigo todo es diferente...],[sound:Contigo_todo_es_diferente_52d1dd86.mp3],,,,basic,general,3
Convénceme,[Convénceme],[sound:Convénceme_f78ad6ec.mp3],,,,basic,general,3
Creo que necesito terapia intensiva,[Creo que necesito terapia inte...],[sound:Creo_que_necesito_terapia_intensiva_33308c94.mp3],,,,basic,general,3
Cruzando la calle,[Cruzando la calle],[sound:Cruzando_la_calle_b5c26ee5.mp3],,,,basic,general,3
Cuando te sientas bien celebremos,[Cuando te sientas bien celebre...],[sound:Cuando_te_sientas_bien_celebremos_46662013.mp3],,,,basic,general,3
Cuando tú quieras,[Cuando tú quieras],[sound:Cuando_tú_quieras_1f2d7654.mp3],informal/intimate,,,basic,general,3
Cuarenta,forty,[sound:Cuarenta_f793d4b4.mp3],,,,basic,general,3
Cuarto,[Cuarto],[sound:Cuarto_6e8da25b.mp3],,,,basic,general,3
Cuarto para las cuatro,[Cuarto para las cuatro...],[sound:Cuarto_para_las_cuatro_da5bbc30.mp3],,,,basic,general,3
Cuidado con los carros,[Cuidado con los carros...],[sound:Cuidado_con_los_carros_e1e2eaf2.mp3],,,,basic,general,3
Cuál es el plato del día,Which...,[sound:Cuál_es_el_plato_del_día_9ab4d4b8.mp3],,,,basic,general,3
Cuántas cuadras,[Cuántas cuadras],[sound:Cuántas_cuadras_2ce97f9c.mp3],,,,basic,general,3
Cuánto cuesta,How much...,[sound:Cuánto_cuesta_e13593cb.mp3],,,,basic,general,3
Cuánto es,How much...,[sound:Cuánto_es_94b09f3a.mp3],,,,basic,general,3
Cuánto falta,How much...,[sound:Cuánto_falta_6c274e5a.mp3],,,,basic,general,3
Cuánto vale este,How much...,[sound:Cuánto_vale_este_3d2ff828.mp3],,,,basic,general,3
Cuídate mucho preciosa,Precious/Beautiful...,[sound:Cuídate_mucho_preciosa_8772a9c8.mp3],,,,basic,general,3
Código rojo,[Código rojo],[sound:Código_rojo_9499c56c.mp3],,,,basic,general,3
Cómo así,How...,[sound:Cómo_así_5e07043f.mp3],,,,basic,general,3
Cómo lo quieres,How...,[sound:Cómo_lo_quieres_c025ef37.mp3],,,,basic,general,3
Cómo se dice esto bien en Colombia,How...,[sound:Cómo_se_dice_esto_bien_en_Colombia_7da89f41.mp3],,,,basic,general,3
Cómo sigues,How...,[sound:Cómo_sigues_b187c9e7.mp3],,,,basic,general,3
Cómo te fue hoy,Today...,[sound:Cómo_te_fue_hoy_0d8dad22.mp3],,,,basic,general,3
Cómo va la mañana,Tomorrow...,[sound:Cómo_va_la_mañana_2b5010d0.mp3],,,,basic,general,3
Cómo va tu día,How...,[sound:Cómo_va_tu_día_1eac0e27.mp3],,,,basic,general,3
Cómo va tu noche,How...,[sound:Cómo_va_tu_noche_e6430328.mp3],,,,basic,general,3
Da la vuelta,[Da la vuelta],[sound:Da_la_vuelta_28ffe492.mp3],,,,basic,general,3
Dale pues,Alright then / Let's do it,[sound:Dale_pues_1229ed5d.mp3],,,,basic,general,3
Dame cinco minutos,Give me five minutes,[sound:Dame_cinco_minutos_bc0a8871.mp3],,,,basic,general,3
Dame de beber,[Dame de beber],[sound:Dame_de_beber_53c44deb.mp3],,,,basic,general,3
Dame más,[Dame más],[sound:Dame_más_a4ac8cb8.mp3],,,,basic,general,3
Dame tu diagnóstico,[Dame tu diagnóstico],[sound:Dame_tu_diagnóstico_6951594d.mp3],,,,basic,general,3
De maravilla,[De maravilla],[sound:De_maravilla_1d52d38f.mp3],,,,basic,general,3
De una,For sure / Right away,[sound:De_una_f087e3f2.mp3],immediate yes,Listo,,basic,slang,3
De verdad,[De verdad],[sound:De_verdad_70f9affc.mp3],,,,basic,general,3
Debe ser ilegal ser tan lindalindo,[Debe ser ilegal ser tan lindal...],[sound:Debe_ser_ilegal_ser_tan_lindalindo_36d79a44.mp3],,,,basic,general,3
Deberían prohibirte,[Deberían prohibirte],[sound:Deberían_prohibirte_43ecc11c.mp3],,,,basic,general,3
Demuéstrame,[Demuéstrame],[sound:Demuéstrame_b27011c4.mp3],,,,basic,general,3
Descansa hablamos mañana,Tomorrow...,[sound:Descansa_hablamos_mañana_29951cd1.mp3],,,,basic,general,3
Descansar es seguir la rumba,Party...,[sound:Descansar_es_seguir_la_rumba_5af1c124.mp3],,,,basic,slang,3
Desde que llegaste todo es más bonito,[Desde que llegaste todo es más...],[sound:Desde_que_llegaste_todo_es_más_bonito_aae8ad94.mp3],,,,basic,general,3
Desenvolvemos el regalo,[Desenvolvemos el regalo...],[sound:Desenvolvemos_el_regalo_354cc6b7.mp3],,,,basic,general,3
Detrás de,[Detrás de],[sound:Detrás_de_1dc5f9be.mp3],,,,basic,general,3
Devuélvete,[Devuélvete],[sound:Devuélvete_88013c05.mp3],,,,basic,general,3
Di mi nombre,[Di mi nombre],[sound:Di_mi_nombre_69d6ebdd.mp3],,,,basic,general,3
DiablaDiablo,[DiablaDiablo],[sound:DiablaDiablo_38c96553.mp3],,,,basic,general,3
Diez mil,[Diez mil],[sound:Diez_mil_fbacc1fc.mp3],,,,basic,general,3
Dime qué quieres,What...,[sound:Dime_qué_quieres_20e51f06.mp3],,,,basic,general,3
Disfrutemos el momento,[Disfrutemos el momento...],[sound:Disfrutemos_el_momento_c19b5915.mp3],,,,basic,general,3
Doble,[Doble],[sound:Doble_03fe77a4.mp3],,,,basic,general,3
Dos mil,[Dos mil],[sound:Dos_mil_8cce4e9a.mp3],,,,basic,general,3
Doscientos,[Doscientos],[sound:Doscientos_66ec9f14.mp3],,,,basic,general,3
Durmamos juntos,[Durmamos juntos],[sound:Durmamos_juntos_c3e76744.mp3],,,,basic,general,3
Dámelo todo,[Dámelo todo],[sound:Dámelo_todo_861e7279.mp3],,,,basic,general,3
Déjame probarte,[Déjame probarte],[sound:Déjame_probarte_83dc62a6.mp3],,,,basic,general,3
El año pasado,[El año pasado],[sound:El_año_pasado_e796b239.mp3],,,,basic,general,3
El cielo está de luto porque perdió una ,[El cielo está de luto porque p...],[sound:El_cielo_está_de_luto_porque_perdió_una__f22931fa.mp3],,,,basic,general,3
El descanso se hace en la pista,I rest...,[sound:El_descanso_se_hace_en_la_pista_abd925f0.mp3],,,,basic,general,3
El mar está fuerte mejor acá bajito,[El mar está fuerte mejor acá b...],[sound:El_mar_está_fuerte_mejor_acá_bajito_0e7b0cbe.mp3],,Aquí,,basic,general,3
El mejor descanso es rumbear más,I rest...,[sound:El_mejor_descanso_es_rumbear_más_3635104e.mp3],,,,basic,general,3
El mes que viene,[El mes que viene],[sound:El_mes_que_viene_28e70e54.mp3],,,,basic,general,3
El show debe continuar,[El show debe continuar...],[sound:El_show_debe_continuar_f5f28f22.mp3],,,,basic,general,3
Emergencia en mi cuarto,[Emergencia en mi cuarto...],[sound:Emergencia_en_mi_cuarto_24a1346e.mp3],,,,basic,general,3
En la esquina,[En la esquina],[sound:En_la_esquina_92f67816.mp3],,,,basic,general,3
En serio,[En serio],[sound:En_serio_6f83e02a.mp3],,,,basic,general,3
En un momentico,[En un momentico],[sound:En_un_momentico_3ce58c5a.mp3],,,,basic,general,3
En un ratico,[En un ratico],[sound:En_un_ratico_a0cbe1e9.mp3],short while (CO),,,basic,general,3
Entonces qué,What...,[sound:Entonces_qué_5fb71a60.mp3],,,,basic,general,3
Entra,[Entra],[sound:Entra_cf85cd0b.mp3],,,,basic,general,3
Entramos un ratico,[Entramos un ratico],[sound:Entramos_un_ratico_fb869893.mp3],short while (CO),,,basic,general,3
Envejezcamos juntos,[Envejezcamos juntos],[sound:Envejezcamos_juntos_cd737460.mp3],,,,basic,general,3
Envíame la ubicación,[Envíame la ubicación...],[sound:Envíame_la_ubicación_c6dda0a4.mp3],,,,basic,general,3
Eres como el agua,I eat...,[sound:Eres_como_el_agua_2700355b.mp3],,,,basic,general,3
Eres como el aguardiente me subes direct,I eat...,[sound:Eres_como_el_aguardiente_me_subes_direct_befbef88.mp3],,,,basic,general,3
Eres demasiado bacana,[Eres demasiado bacana...],[sound:Eres_demasiado_bacana_736fdfad.mp3],,,,basic,general,3
Eres demasiado para mí,[Eres demasiado para mí...],[sound:Eres_demasiado_para_mí_860d6bfb.mp3],,,,basic,general,3
Eres el diablo,[Eres el diablo],[sound:Eres_el_diablo_4afa9508.mp3],,,,basic,general,3
Eres especial para mí,You're special...,[sound:Eres_especial_para_mí_f3cc1396.mp3],,,,basic,general,3
Eres ilegal,[Eres ilegal],[sound:Eres_ilegal_a833f6d6.mp3],,,,basic,general,3
Eres la razón por la que el café colombi,[Eres la razón por la que el ca...],[sound:Eres_la_razón_por_la_que_el_café_colombi_2d50359e.mp3],,,,basic,general,3
Eres lo mejor que me ha pasado,[Eres lo mejor que me ha pasado...],[sound:Eres_lo_mejor_que_me_ha_pasado_a1149a80.mp3],,,,basic,general,3
Eres medicina para mí,[Eres medicina para mí...],[sound:Eres_medicina_para_mí_4bd4aae1.mp3],,,,basic,general,3
Eres mi debilidad,[Eres mi debilidad],[sound:Eres_mi_debilidad_fb3707f9.mp3],,,,basic,general,3
Eres mi paz y mi alegría,[Eres mi paz y mi alegría...],[sound:Eres_mi_paz_y_mi_alegría_86e38b91.mp3],,,,basic,general,3
Eres mi persona favorita hoy,Today...,[sound:Eres_mi_persona_favorita_hoy_2933bdba.mp3],,,,basic,general,3
Eres mi plato favorito,[Eres mi plato favorito...],[sound:Eres_mi_plato_favorito_13cb02a3.mp3],,,,basic,general,3
Eres mi postre favorito,[Eres mi postre favorito...],[sound:Eres_mi_postre_favorito_c4d25e48.mp3],,,,basic,general,3
Eres muy especial para mí,[Eres muy especial para mí...],[sound:Eres_muy_especial_para_mí_1ebe377b.mp3],,,,basic,general,3
Eres muy sexy,[Eres muy sexy],[sound:Eres_muy_sexy_30077328.mp3],,,,basic,general,3
Eres más dulce que el arequipe,[Eres más dulce que el arequipe...],[sound:Eres_más_dulce_que_el_arequipe_b098a02f.mp3],,,,basic,general,3
Eres míomía,[Eres míomía],[sound:Eres_míomía_1dc99106.mp3],,,,basic,general,3
Eres una diosadios,[Eres una diosadios],[sound:Eres_una_diosadios_4f6a0842.mp3],,,,basic,general,3
Eres una tentación,[Eres una tentación],[sound:Eres_una_tentación_b4cc88be.mp3],,,,basic,general,3
Eres únicoúnica,[Eres únicoúnica],[sound:Eres_únicoúnica_51633736.mp3],,,,basic,general,3
Es complicado,[Es complicado],[sound:Es_complicado_71e59535.mp3],,,,basic,general,3
Es una invitación,[Es una invitación],[sound:Es_una_invitación_549a4b5f.mp3],,,,basic,general,3
Eso es todo,[Eso es todo],[sound:Eso_es_todo_e199f1b5.mp3],,,,basic,general,3
Eso fue una recocha,[Eso fue una recocha],[sound:Eso_fue_una_recocha_af6ae82e.mp3],,,,basic,general,3
Esperemos un poco,[Esperemos un poco],[sound:Esperemos_un_poco_b5c8f556.mp3],,,,basic,general,3
Espero que tengas un día hermoso,I wait/hope...,[sound:Espero_que_tengas_un_día_hermoso_9ff448f1.mp3],,,,basic,general,3
Espérame,[Espérame],[sound:Espérame_1f2a1f2e.mp3],,,,basic,general,3
Estar contigo es una nota,[Estar contigo es una nota...],[sound:Estar_contigo_es_una_nota_33edae34.mp3],,,,basic,general,3
Estudiamos anatomía,[Estudiamos anatomía],[sound:Estudiamos_anatomía_8d0b5258.mp3],,,,basic,general,3
Estuvo increíble,[Estuvo increíble],[sound:Estuvo_increíble_38354c05.mp3],,,,basic,general,3
Está bien así,[Está bien así],[sound:Está_bien_así_bf4333b0.mp3],,,,basic,general,3
Está cerquita,[Está cerquita],[sound:Está_cerquita_15198eb1.mp3],,,,basic,general,3
Está chévere este lugar,Cool...,[sound:Está_chévere_este_lugar_cef3a118.mp3],,Bacano,,basic,general,3
Está haciendo calor,[Está haciendo calor],[sound:Está_haciendo_calor_baad6acb.mp3],,,,basic,general,3
Está haciendo frío,[Está haciendo frío],[sound:Está_haciendo_frío_e3bf57e3.mp3],,,,basic,general,3
Está lejitos,[Está lejitos],[sound:Está_lejitos_236f2c53.mp3],,,,basic,general,3
Estás buenísima,[Estás buenísima],[sound:Estás_buenísima_c531b894.mp3],,,,basic,general,3
Estás buenísimo,[Estás buenísimo],[sound:Estás_buenísimo_4ddc55aa.mp3],,,,basic,general,3
Estás muy ricorica,[Estás muy ricorica],[sound:Estás_muy_ricorica_291b73fa.mp3],,,,basic,general,3
Estás provocándome,[Estás provocándome],[sound:Estás_provocándome_6c35966b.mp3],,,,basic,general,3
Examiname,[Examiname],[sound:Examiname_9879593c.mp3],,,,basic,general,3
Foto,[Foto],[sound:Foto_ac2b7c8f.mp3],,,,basic,general,3
Gato,[Gato],[sound:Gato_fcfb85cd.mp3],,,,basic,general,3
Hablamos mañana con calmita,Tomorrow...,[sound:Hablamos_mañana_con_calmita_1a4716cd.mp3],,,,basic,general,3
Hablas muy bonito,[Hablas muy bonito],[sound:Hablas_muy_bonito_bbe89ffa.mp3],,,,basic,general,3
Hace rato,[Hace rato],[sound:Hace_rato_53662176.mp3],,,,basic,general,3
Hace un momentico,[Hace un momentico],[sound:Hace_un_momentico_5ed841d1.mp3],,,,basic,general,3
Hacemos ejercicio,[Hacemos ejercicio],[sound:Hacemos_ejercicio_275b67a5.mp3],,,,basic,general,3
Haciendo la de mico,[Haciendo la de mico],[sound:Haciendo_la_de_mico_fc6cbd96.mp3],,,,basic,general,3
Hagamos algo romántico,[Hagamos algo romántico...],[sound:Hagamos_algo_romántico_a5dc2cb5.mp3],,,,basic,general,3
Hagamos cardio,[Hagamos cardio],[sound:Hagamos_cardio_3c1444d4.mp3],,,,basic,general,3
Hartico,[Hartico],[sound:Hartico_db727660.mp3],,,,basic,general,3
Hay algo que pueda hacer para ayudarte,[Hay algo que pueda hacer para ...],[sound:Hay_algo_que_pueda_hacer_para_ayudarte_37302a1a.mp3],,,,basic,general,3
Hay descuento en efectivo,[Hay descuento en efectivo...],[sound:Hay_descuento_en_efectivo_6ccb547c.mp3],,,,basic,general,3
Hay que cuidarnos,[Hay que cuidarnos],[sound:Hay_que_cuidarnos_fc2b7bd9.mp3],,,,basic,general,3
Hay trancón,Traffic jam...,[sound:Hay_trancón_9097c1f9.mp3],,,,basic,general,3
Hermosa,[Hermosa],[sound:Hermosa_bbf1227e.mp3],,,,basic,general,3
Hice algo para incomodarte,I eat...,[sound:Hice_algo_para_incomodarte_fd36ce8a.mp3],,,,basic,general,3
Hice algo para que te emberracaras conmi,[Hice algo para que te emberrac...],[sound:Hice_algo_para_que_te_emberracaras_conmi_357fe1f5.mp3],,,,basic,general,3
Hoy paso mejor mañana,Tomorrow...,[sound:Hoy_paso_mejor_mañana_928c13a5.mp3],,,,basic,general,3
Háblame despacito porfa,Please (casual)...,[sound:Háblame_despacito_porfa_cb95a23b.mp3],,Por favor,,basic,general,3
Háblame sucio,[Háblame sucio],[sound:Háblame_sucio_ed405464.mp3],,,,basic,general,3
Hágale pues,[Hágale pues],[sound:Hágale_pues_d06f8c19.mp3],,,,basic,general,3
Házmelo,[Házmelo],[sound:Házmelo_ec52faef.mp3],,,,basic,general,3
Imposible,[Imposible],[sound:Imposible_91044eec.mp3],,,,basic,general,3
Jaja qué risa,What...,[sound:Jaja_qué_risa_427ef754.mp3],,,,basic,general,3
Jugamos,[Jugamos],[sound:Jugamos_b339ad21.mp3],,,,basic,general,3
Jugamos al doctor,[Jugamos al doctor],[sound:Jugamos_al_doctor_48613c9d.mp3],,,,basic,general,3
Junto o separado,[Junto o separado],[sound:Junto_o_separado_d9b71252.mp3],bill handling,,,basic,general,3
Juntos,[Juntos],[sound:Juntos_0f5e7196.mp3],,,,basic,general,3
Jura,[Jura],[sound:Jura_faa98b66.mp3],,,,basic,general,3
Justo ahí,[Justo ahí],[sound:Justo_ahí_9ea170d3.mp3],,,,basic,general,3
La cuenta porfa,Please (casual)...,[sound:La_cuenta_porfa_bbc45ef0.mp3],,Por favor,,basic,general,3
La estamos pasando bien,[La estamos pasando bien...],[sound:La_estamos_pasando_bien_bac2bd1d.mp3],,,,basic,general,3
La propina está incluida,[La propina está incluida...],[sound:La_propina_está_incluida_4ba805f6.mp3],,,,basic,general,3
La próxima semana,Dude...,[sound:La_próxima_semana_6307d88e.mp3],,,,basic,general,3
La próxima vez duramos más,[La próxima vez duramos más...],[sound:La_próxima_vez_duramos_más_aa438dc9.mp3],,,,basic,general,3
Listica para el día,[Listica para el día],[sound:Listica_para_el_día_4cb16401.mp3],,,,basic,general,3
Listo,Ready/Done/Ok,[sound:Listo_7d681155.mp3],,,,basic,general,3
Listo ya quedó,Already/Now...,[sound:Listo_ya_quedó_a4691111.mp3],now/already,,,basic,general,3
Llave,[Llave],[sound:Llave_4a9de083.mp3],,,,basic,general,3
Llegaste bien a casa,[Llegaste bien a casa...],[sound:Llegaste_bien_a_casa_3a341988.mp3],,,,basic,general,3
Llevemos agua y bloqueador,[Llevemos agua y bloqueador...],[sound:Llevemos_agua_y_bloqueador_bb3569db.mp3],,,,basic,general,3
Llevemos bloqueador y agua,[Llevemos bloqueador y agua...],[sound:Llevemos_bloqueador_y_agua_33f0a512.mp3],,,,basic,general,3
Lo importante es que estés bien,[Lo importante es que estés bie...],[sound:Lo_importante_es_que_estés_bien_b06b3f92.mp3],,,,basic,general,3
Lo tienes en otro color,[Lo tienes en otro color...],[sound:Lo_tienes_en_otro_color_038d542d.mp3],,,,basic,general,3
Marica,[Marica],[sound:Marica_68a9d26e.mp3],,,,basic,general,3
Mañana temprano,Tomorrow...,[sound:Mañana_temprano_68c865f2.mp3],,,,basic,general,3
Me alegra mucho estar contigo,[Me alegra mucho estar contigo...],[sound:Me_alegra_mucho_estar_contigo_c92cbba6.mp3],,,,basic,general,3
Me alegra terminar el día contigo,[Me alegra terminar el día cont...],[sound:Me_alegra_terminar_el_día_contigo_cf9784e6.mp3],,,,basic,general,3
Me avisas cuando llegues,[Me avisas cuando llegues...],[sound:Me_avisas_cuando_llegues_57c5e7d4.mp3],let me know,,,basic,general,3
Me avisas si algo,[Me avisas si algo],[sound:Me_avisas_si_algo_af281643.mp3],let me know,,,basic,general,3
Me ayudas con algo,[Me ayudas con algo],[sound:Me_ayudas_con_algo_70f689c0.mp3],,,,basic,general,3
Me calientas,[Me calientas],[sound:Me_calientas_9647b510.mp3],,,,basic,general,3
Me cayó bien,[Me cayó bien],[sound:Me_cayó_bien_29a18b24.mp3],,,,basic,general,3
Me cobra,[Me cobra],[sound:Me_cobra_080496d4.mp3],,,,basic,general,3
Me complementas,[Me complementas],[sound:Me_complementas_be7c69c9.mp3],,,,basic,general,3
Me cuentas cuando puedas,[Me cuentas cuando puedas...],[sound:Me_cuentas_cuando_puedas_9b68724f.mp3],,,,basic,general,3
Me da igual tú eliges,[Me da igual tú eliges...],[sound:Me_da_igual_tú_eliges_b9091d79.mp3],informal/intimate,,,basic,general,3
Me das un pico,[Me das un pico],[sound:Me_das_un_pico_fc88278d.mp3],,,,basic,general,3
Me das una probadita,[Me das una probadita...],[sound:Me_das_una_probadita_386104da.mp3],,,,basic,general,3
Me dejaste sin fuerzas,[Me dejaste sin fuerzas...],[sound:Me_dejaste_sin_fuerzas_9e6a9a0e.mp3],,,,basic,general,3
Me derrites,[Me derrites],[sound:Me_derrites_8cfdd2c9.mp3],,,,basic,general,3
Me derrites más rápido que el queso en u,[Me derrites más rápido que el ...],[sound:Me_derrites_más_rápido_que_el_queso_en_u_5e600d31.mp3],,,,basic,general,3
Me duele la cabeza,[Me duele la cabeza],[sound:Me_duele_la_cabeza_3db51bdd.mp3],,,,basic,general,3
Me encanta,[Me encanta],[sound:Me_encanta_fb31d2ca.mp3],,,,basic,general,3
Me encanta cuando me besas,[Me encanta cuando me besas...],[sound:Me_encanta_cuando_me_besas_c060cc67.mp3],,,,basic,general,3
Me encanta cómo me haces sentir,How...,[sound:Me_encanta_cómo_me_haces_sentir_cb521ce8.mp3],,,,basic,general,3
Me encanta terminar el día contigo,[Me encanta terminar el día con...],[sound:Me_encanta_terminar_el_día_contigo_087748c5.mp3],,,,basic,general,3
Me encanta tu cuerpo,[Me encanta tu cuerpo...],[sound:Me_encanta_tu_cuerpo_e3b7ccc1.mp3],,,,basic,general,3
Me encanta tu sonrisa,[Me encanta tu sonrisa...],[sound:Me_encanta_tu_sonrisa_63595b79.mp3],,,,basic,general,3
Me encantas,I love you/You enchant me,[sound:Me_encantas_8cd93068.mp3],,,,basic,general,3
Me encantas tal cual eres,I love you/You enchant me...,[sound:Me_encantas_tal_cual_eres_0bd1ea3a.mp3],,,,basic,general,3
Me encantó pasar tiempo contigo,[Me encantó pasar tiempo contig...],[sound:Me_encantó_pasar_tiempo_contigo_ac37c7ed.mp3],,,,basic,general,3
Me explico,[Me explico],[sound:Me_explico_3473e79c.mp3],,,,basic,general,3
Me extrañaste o solo a mi cuerpo,[Me extrañaste o solo a mi cuer...],[sound:Me_extrañaste_o_solo_a_mi_cuerpo_b8403bea.mp3],,,,basic,general,3
Me fascina,[Me fascina],[sound:Me_fascina_377fca4e.mp3],,,,basic,general,3
Me fascina escucharte,[Me fascina escucharte...],[sound:Me_fascina_escucharte_b9f89ff8.mp3],,,,basic,general,3
Me hace feliz hablar contigo siempre que,[Me hace feliz hablar contigo s...],[sound:Me_hace_feliz_hablar_contigo_siempre_que_ecde7464.mp3],,,,basic,general,3
Me haces falta,[Me haces falta],[sound:Me_haces_falta_cc9d05d1.mp3],,,,basic,general,3
Me haces feliz,[Me haces feliz],[sound:Me_haces_feliz_e26f5ee8.mp3],,,,basic,general,3
Me haces mucha falta,[Me haces mucha falta...],[sound:Me_haces_mucha_falta_0f3e0f89.mp3],,,,basic,general,3
Me haces sentir especial,[Me haces sentir especial...],[sound:Me_haces_sentir_especial_ab7a871a.mp3],,,,basic,general,3
Me haces sonreír sin darme cuenta,[Me haces sonreír sin darme cue...],[sound:Me_haces_sonreír_sin_darme_cuenta_e9dedc70.mp3],,,,basic,general,3
Me haces un favor,[Me haces un favor],[sound:Me_haces_un_favor_0dc40b03.mp3],,,,basic,general,3
Me llegó el periodo,[Me llegó el periodo],[sound:Me_llegó_el_periodo_d19b9497.mp3],,,,basic,general,3
Me lo guardas un momentico,[Me lo guardas un momentico...],[sound:Me_lo_guardas_un_momentico_70e15408.mp3],,,,basic,general,3
Me pones,[Me pones],[sound:Me_pones_60a80f5c.mp3],,,,basic,general,3
Me prendiste,[Me prendiste],[sound:Me_prendiste_b5baa91a.mp3],,,,basic,general,3
Me preocupo por ti avísame si te sientes,[Me preocupo por ti avísame si ...],[sound:Me_preocupo_por_ti_avísame_si_te_sientes_da62f5b9.mp3],,,,basic,general,3
Me provocas,[Me provocas],[sound:Me_provocas_4a662d1f.mp3],,,,basic,general,3
Me puedes repetir,[Me puedes repetir],[sound:Me_puedes_repetir_abce1708.mp3],,,,basic,general,3
Me regalas una bolsa,[Me regalas una bolsa...],[sound:Me_regalas_una_bolsa_b8cfc497.mp3],,,,basic,general,3
Me repites eso porfa,Please (casual)...,[sound:Me_repites_eso_porfa_c58b63e2.mp3],,Por favor,,basic,general,3
Me sacaste la lotería,[Me sacaste la lotería...],[sound:Me_sacaste_la_lotería_9c2bbd09.mp3],,,,basic,general,3
Me siento tranquilo contigo,[no worries...],[sound:Me_siento_tranquilo_contigo_69126915.mp3],soften/decline,Todo bien,,basic,general,3
Me subes la temperatura,[Me subes la temperatura...],[sound:Me_subes_la_temperatura_c09bc2d7.mp3],,,,basic,general,3
Me tienes mal,[Me tienes mal],[sound:Me_tienes_mal_744da3e8.mp3],,,,basic,general,3
Me toca a mí,[Me toca a mí],[sound:Me_toca_a_mí_85ba2a3f.mp3],my turn/have to,,,basic,general,3
Me tomas la temperatura,[Me tomas la temperatura...],[sound:Me_tomas_la_temperatura_20b907d3.mp3],,,,basic,general,3
Me vengo,I'm coming...,[sound:Me_vengo_c9c6e668.mp3],,,,basic,general,3
Me vuelves loca,[Me vuelves loca],[sound:Me_vuelves_loca_4d1dff33.mp3],,,,basic,general,3
Me vuelves loco,[Me vuelves loco],[sound:Me_vuelves_loco_9ad3064a.mp3],,,,basic,general,3
Me vuelves locoloca,[Me vuelves locoloca],[sound:Me_vuelves_locoloca_2a50106f.mp3],,,,basic,general,3
Mejor otro día,[Mejor otro día],[sound:Mejor_otro_día_aa528f35.mp3],,,,basic,general,3
Mentiras,[Mentiras],[sound:Mentiras_1741d6d1.mp3],,,,basic,general,3
Mesa para dos porfa,Please (casual)...,[sound:Mesa_para_dos_porfa_c87ecf1c.mp3],,Por favor,,basic,general,3
Mi cielo,My sky/heaven (term of endearment),[sound:Mi_cielo_6f474b6f.mp3],,,,basic,general,3
Mi regalo de cumpleaños adelantado,[Mi regalo de cumpleaños adelan...],[sound:Mi_regalo_de_cumpleaños_adelantado_2ff27fc7.mp3],,,,basic,general,3
Mi reina,[Mi reina],[sound:Mi_reina_5deae782.mp3],,,,basic,general,3
Mi vida,My life (term of endearment),[sound:Mi_vida_958c8cd9.mp3],,,,basic,general,3
Mico,[Mico],[sound:Mico_5648db75.mp3],,,,basic,general,3
Mil,thousand,[sound:Mil_e26051e1.mp3],,,,basic,general,3
Mil pesos,[Mil pesos],[sound:Mil_pesos_86d6522e.mp3],,,,basic,general,3
Mitad,[Mitad],[sound:Mitad_62d82ba4.mp3],,,,basic,general,3
Multa por exceso de belleza,[Multa por exceso de belleza...],[sound:Multa_por_exceso_de_belleza_7862671b.mp3],,,,basic,general,3
Muérdeme,[Muérdeme],[sound:Muérdeme_88c6ca1f.mp3],,,,basic,general,3
Más abajo,[Más abajo],[sound:Más_abajo_6af8d659.mp3],,,,basic,general,3
Más arriba,[Más arriba],[sound:Más_arriba_aceba646.mp3],,,,basic,general,3
Más despacio,[Más despacio],[sound:Más_despacio_7418cd25.mp3],,,,basic,general,3
Más duro,[Más duro],[sound:Más_duro_4c81fcd1.mp3],,,,basic,general,3
Más más más,[Más más más],[sound:Más_más_más_4fe31fcf.mp3],,,,basic,general,3
Más o menos,So-so,[sound:Más_o_menos_1330eab9.mp3],,,,basic,general,3
